2024-10-30 00:09:46 - INFO - __main__ - Initializing training script
2024-10-30 00:09:46 - INFO - __main__ - Loading dataset...
2024-10-30 00:09:57 - INFO - __main__ - Loading model and tokenizer...
Some weights of RobertaForSequenceClassificationWithAdapters were not initialized from the model checkpoint at roberta-base and are newly initialized: ['classifier.dense.bias', 'classifier.dense.weight', 'classifier.out_proj.bias', 'classifier.out_proj.weight', 'roberta.encoder.layer.0.output.adapter_after_ffn.down_project.bias', 'roberta.encoder.layer.0.output.adapter_after_ffn.down_project.weight', 'roberta.encoder.layer.0.output.adapter_after_ffn.up_project.bias', 'roberta.encoder.layer.0.output.adapter_after_ffn.up_project.weight', 'roberta.encoder.layer.0.output.adapter_before_ffn.down_project.bias', 'roberta.encoder.layer.0.output.adapter_before_ffn.down_project.weight', 'roberta.encoder.layer.0.output.adapter_before_ffn.up_project.bias', 'roberta.encoder.layer.0.output.adapter_before_ffn.up_project.weight', 'roberta.encoder.layer.1.output.adapter_after_ffn.down_project.bias', 'roberta.encoder.layer.1.output.adapter_after_ffn.down_project.weight', 'roberta.encoder.layer.1.output.adapter_after_ffn.up_project.bias', 'roberta.encoder.layer.1.output.adapter_after_ffn.up_project.weight', 'roberta.encoder.layer.1.output.adapter_before_ffn.down_project.bias', 'roberta.encoder.layer.1.output.adapter_before_ffn.down_project.weight', 'roberta.encoder.layer.1.output.adapter_before_ffn.up_project.bias', 'roberta.encoder.layer.1.output.adapter_before_ffn.up_project.weight', 'roberta.encoder.layer.10.output.adapter_after_ffn.down_project.bias', 'roberta.encoder.layer.10.output.adapter_after_ffn.down_project.weight', 'roberta.encoder.layer.10.output.adapter_after_ffn.up_project.bias', 'roberta.encoder.layer.10.output.adapter_after_ffn.up_project.weight', 'roberta.encoder.layer.10.output.adapter_before_ffn.down_project.bias', 'roberta.encoder.layer.10.output.adapter_before_ffn.down_project.weight', 'roberta.encoder.layer.10.output.adapter_before_ffn.up_project.bias', 'roberta.encoder.layer.10.output.adapter_before_ffn.up_project.weight', 'roberta.encoder.layer.11.output.adapter_after_ffn.down_project.bias', 'roberta.encoder.layer.11.output.adapter_after_ffn.down_project.weight', 'roberta.encoder.layer.11.output.adapter_after_ffn.up_project.bias', 'roberta.encoder.layer.11.output.adapter_after_ffn.up_project.weight', 'roberta.encoder.layer.11.output.adapter_before_ffn.down_project.bias', 'roberta.encoder.layer.11.output.adapter_before_ffn.down_project.weight', 'roberta.encoder.layer.11.output.adapter_before_ffn.up_project.bias', 'roberta.encoder.layer.11.output.adapter_before_ffn.up_project.weight', 'roberta.encoder.layer.2.output.adapter_after_ffn.down_project.bias', 'roberta.encoder.layer.2.output.adapter_after_ffn.down_project.weight', 'roberta.encoder.layer.2.output.adapter_after_ffn.up_project.bias', 'roberta.encoder.layer.2.output.adapter_after_ffn.up_project.weight', 'roberta.encoder.layer.2.output.adapter_before_ffn.down_project.bias', 'roberta.encoder.layer.2.output.adapter_before_ffn.down_project.weight', 'roberta.encoder.layer.2.output.adapter_before_ffn.up_project.bias', 'roberta.encoder.layer.2.output.adapter_before_ffn.up_project.weight', 'roberta.encoder.layer.3.output.adapter_after_ffn.down_project.bias', 'roberta.encoder.layer.3.output.adapter_after_ffn.down_project.weight', 'roberta.encoder.layer.3.output.adapter_after_ffn.up_project.bias', 'roberta.encoder.layer.3.output.adapter_after_ffn.up_project.weight', 'roberta.encoder.layer.3.output.adapter_before_ffn.down_project.bias', 'roberta.encoder.layer.3.output.adapter_before_ffn.down_project.weight', 'roberta.encoder.layer.3.output.adapter_before_ffn.up_project.bias', 'roberta.encoder.layer.3.output.adapter_before_ffn.up_project.weight', 'roberta.encoder.layer.4.output.adapter_after_ffn.down_project.bias', 'roberta.encoder.layer.4.output.adapter_after_ffn.down_project.weight', 'roberta.encoder.layer.4.output.adapter_after_ffn.up_project.bias', 'roberta.encoder.layer.4.output.adapter_after_ffn.up_project.weight', 'roberta.encoder.layer.4.output.adapter_before_ffn.down_project.bias', 'roberta.encoder.layer.4.output.adapter_before_ffn.down_project.weight', 'roberta.e
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/root/HW2/task3/train.py:106: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `Trainer.__init__`. Use `processing_class` instead.
  trainer = Trainer(
2024-10-30 00:10:03 - INFO - __main__ - Starting training...
  0%|                                                                                                    | 0/1284 [00:00<?, ?it/s]/root/miniconda3/envs/pytorch/lib/python3.10/site-packages/transformers/modeling_utils.py:1160: FutureWarning: The `device` argument is deprecated and will be removed in v5 of Transformers.
  warnings.warn(
                                                                                                                                  
{'loss': 1.3939, 'grad_norm': 1.1898393630981445, 'learning_rate': 9.922118380062307e-05, 'epoch': 0.02}
{'loss': 0.2048, 'grad_norm': 25.655723571777344, 'learning_rate': 3.691588785046729e-05, 'epoch': 1.89}
{'loss': 0.2405, 'grad_norm': 7.418901443481445, 'learning_rate': 3.6137071651090344e-05, 'epoch': 1.92}
{'loss': 0.223, 'grad_norm': 6.925352573394775, 'learning_rate': 3.5358255451713394e-05, 'epoch': 1.94}
{'loss': 0.3417, 'grad_norm': 4.44171142578125, 'learning_rate': 3.457943925233645e-05, 'epoch': 1.96}
{'loss': 0.2054, 'grad_norm': 2.800992250442505, 'learning_rate': 3.38006230529595e-05, 'epoch': 1.99}
  warnings.warn(                                                                                                                  
{'eval_loss': 0.2018459141254425, 'eval_accuracy': 0.9302631578947368, 'eval_micro_f1': 0.9302631578947368, 'eval_macro_f1': 0.928132943415149, 'eval_runtime': 1.6888, 'eval_samples_per_second': 450.035, 'eval_steps_per_second': 28.423, 'epoch': 2.0}
 78%|█████████████████████████████████████████████████████████████████████▎                   | 1000/1284 [01:15<00:20, 14.14it/s]/root/miniconda3/envs/pytorch/lib/python3.10/site-packages/transformers/modeling_utils.py:1160: FutureWarning: The `device` argument is deprecated and will be removed in v5 of Transformers.
{'loss': 0.3391, 'grad_norm': 1.712146520614624, 'learning_rate': 3.302180685358255e-05, 'epoch': 2.01}
{'loss': 0.2164, 'grad_norm': 6.369199275970459, 'learning_rate': 3.224299065420561e-05, 'epoch': 2.03}
{'loss': 0.1927, 'grad_norm': 1.8647801876068115, 'learning_rate': 3.146417445482866e-05, 'epoch': 2.06}
{'loss': 0.1776, 'grad_norm': 2.7994384765625, 'learning_rate': 3.0685358255451714e-05, 'epoch': 2.08}
{'loss': 0.1682, 'grad_norm': 1.7082864046096802, 'learning_rate': 2.9906542056074764e-05, 'epoch': 2.1}
{'loss': 0.2624, 'grad_norm': 4.512083053588867, 'learning_rate': 2.9127725856697818e-05, 'epoch': 2.13}
{'loss': 0.1645, 'grad_norm': 3.59548282623291, 'learning_rate': 2.834890965732087e-05, 'epoch': 2.15}
{'loss': 0.1466, 'grad_norm': 1.1737066507339478, 'learning_rate': 2.7570093457943924e-05, 'epoch': 2.17}
{'loss': 0.226, 'grad_norm': 5.590095520019531, 'learning_rate': 2.6791277258566978e-05, 'epoch': 2.2}
{'loss': 0.2093, 'grad_norm': 7.448692321777344, 'learning_rate': 2.601246105919003e-05, 'epoch': 2.22}
{'loss': 0.222, 'grad_norm': 6.361165523529053, 'learning_rate': 2.5233644859813084e-05, 'epoch': 2.24}
{'loss': 0.3157, 'grad_norm': 2.8578436374664307, 'learning_rate': 2.4454828660436138e-05, 'epoch': 2.27}
{'loss': 0.1948, 'grad_norm': 3.9603993892669678, 'learning_rate': 2.367601246105919e-05, 'epoch': 2.29}
{'loss': 0.0828, 'grad_norm': 1.102782964706421, 'learning_rate': 2.2897196261682244e-05, 'epoch': 2.31}
{'loss': 0.2151, 'grad_norm': 3.2006304264068604, 'learning_rate': 2.2118380062305298e-05, 'epoch': 2.34}
  warnings.warn(
100%|████████████████████████████████████████████████████████████████████████████████████████▉| 1283/1284 [01:36<00:00, 13.97it/s]/root/miniconda3/envs/pytorch/lib/python3.10/site-packages/transformers/modeling_utils.py:1160: FutureWarning: The `device` argument is deprecated and will be removed in v5 of Transformers.
{'loss': 0.227, 'grad_norm': 2.6462244987487793, 'learning_rate': 2.133956386292835e-05, 'epoch': 2.36}
{'loss': 0.1089, 'grad_norm': 0.5059008598327637, 'learning_rate': 2.05607476635514e-05, 'epoch': 2.38}
{'loss': 0.1733, 'grad_norm': 3.2570114135742188, 'learning_rate': 1.9781931464174454e-05, 'epoch': 2.41}
{'loss': 0.1781, 'grad_norm': 6.683582782745361, 'learning_rate': 1.9003115264797507e-05, 'epoch': 2.43}
{'loss': 0.1121, 'grad_norm': 1.9908891916275024, 'learning_rate': 1.822429906542056e-05, 'epoch': 2.45}
{'loss': 0.1043, 'grad_norm': 1.8057957887649536, 'learning_rate': 1.7445482866043614e-05, 'epoch': 2.48}
{'loss': 0.2716, 'grad_norm': 2.826735258102417, 'learning_rate': 1.6666666666666667e-05, 'epoch': 2.5}
{'loss': 0.1854, 'grad_norm': 3.920567274093628, 'learning_rate': 1.588785046728972e-05, 'epoch': 2.52}
{'loss': 0.1936, 'grad_norm': 7.641380310058594, 'learning_rate': 1.5109034267912772e-05, 'epoch': 2.55}
{'loss': 0.1444, 'grad_norm': 0.32224103808403015, 'learning_rate': 1.4330218068535826e-05, 'epoch': 2.57}
{'loss': 0.2916, 'grad_norm': 0.7503343224525452, 'learning_rate': 1.3551401869158877e-05, 'epoch': 2.59}
{'loss': 0.2656, 'grad_norm': 2.952364921569824, 'learning_rate': 1.277258566978193e-05, 'epoch': 2.62}
{'loss': 0.2554, 'grad_norm': 7.43405818939209, 'learning_rate': 1.1993769470404986e-05, 'epoch': 2.64}
{'loss': 0.2468, 'grad_norm': 9.295845985412598, 'learning_rate': 1.1214953271028037e-05, 'epoch': 2.66}
{'loss': 0.3397, 'grad_norm': 5.304675102233887, 'learning_rate': 1.043613707165109e-05, 'epoch': 2.69}
{'loss': 0.3088, 'grad_norm': 3.79107403755188, 'learning_rate': 9.657320872274144e-06, 'epoch': 2.71}
{'loss': 0.3065, 'grad_norm': 0.6862704157829285, 'learning_rate': 8.878504672897196e-06, 'epoch': 2.73}
{'loss': 0.2593, 'grad_norm': 6.169312953948975, 'learning_rate': 8.099688473520249e-06, 'epoch': 2.76}
{'loss': 0.2687, 'grad_norm': 3.911743640899658, 'learning_rate': 7.3208722741433015e-06, 'epoch': 2.78}
{'loss': 0.266, 'grad_norm': 3.224803924560547, 'learning_rate': 6.542056074766355e-06, 'epoch': 2.8}
{'loss': 0.3376, 'grad_norm': 2.29941725730896, 'learning_rate': 5.763239875389408e-06, 'epoch': 2.83}
{'loss': 0.2812, 'grad_norm': 4.361917018890381, 'learning_rate': 4.9844236760124615e-06, 'epoch': 2.85}
{'loss': 0.2364, 'grad_norm': 2.3374621868133545, 'learning_rate': 4.205607476635514e-06, 'epoch': 2.87}
{'loss': 0.1845, 'grad_norm': 3.7120065689086914, 'learning_rate': 3.426791277258567e-06, 'epoch': 2.9}
{'loss': 0.1833, 'grad_norm': 3.7389776706695557, 'learning_rate': 2.64797507788162e-06, 'epoch': 2.92}
{'loss': 0.2386, 'grad_norm': 2.4210398197174072, 'learning_rate': 1.8691588785046728e-06, 'epoch': 2.94}
{'loss': 0.2001, 'grad_norm': 4.267317771911621, 'learning_rate': 1.0903426791277259e-06, 'epoch': 2.97}
{'loss': 0.1169, 'grad_norm': 0.3893112540245056, 'learning_rate': 3.1152647975077885e-07, 'epoch': 2.99}
  warnings.warn(
100%|█████████████████████████████████████████████████████████████████████████████████████████| 1284/1284 [01:38<00:00, 12.99it/s]
2024-10-30 00:11:42 - INFO - __main__ - Starting evaluation...                                                                    
{'eval_loss': 0.21000827848911285, 'eval_accuracy': 0.9342105263157895, 'eval_micro_f1': 0.9342105263157895, 'eval_macro_f1': 0.9326072761277214, 'eval_runtime': 1.6849, 'eval_samples_per_second': 451.054, 'eval_steps_per_second': 28.488, 'epoch': 3.0}
{'train_runtime': 98.8937, 'train_samples_per_second': 207.495, 'train_steps_per_second': 12.984, 'train_loss': 0.29747371786387167, 'epoch': 3.0}
/root/miniconda3/envs/pytorch/lib/python3.10/site-packages/transformers/modeling_utils.py:1160: FutureWarning: The `device` argument is deprecated and will be removed in v5 of Transformers.
  warnings.warn(
100%|█████████████████████████████████████████████████████████████████████████████████████████████| 48/48 [00:01<00:00, 28.76it/s]
2024-10-30 00:11:44 - INFO - __main__ - Evaluation results: {'eval_loss': 0.21000827848911285, 'eval_accuracy': 0.9342105263157895, 'eval_micro_f1': 0.9342105263157895, 'eval_macro_f1': 0.9326072761277214, 'eval_runtime': 1.7049, 'eval_samples_per_second': 445.779, 'eval_steps_per_second': 28.154, 'epoch': 3.0}
2024-10-30 00:11:44 - INFO - __main__ - Training complete.
